Time,Open,High,Low,Close
2018-01-25 14:49,1.23699,1.23768,1.23693,1.23737
2018-01-25 14:50,1.23736,1.23800,1.23730,1.23740
2018-01-25 14:51,1.23736,1.23737,1.23645,1.23646
2018-01-25 14:52,1.23642,1.23726,1.23638,1.23711
2018-01-25 14:53,1.23713,1.23759,1.23692,1.23746
2018-01-25 14:54,1.23745,1.23758,1.23705,1.23754
2018-01-25 14:55,1.23754,1.23765,1.23727,1.23765
2018-01-25 14:56,1.23764,1.23876,1.23757,1.23876
2018-01-25 14:57,1.23872,1.23940,1.23821,1.23936
2018-01-25 14:58,1.23935,1.23963,1.23873,1.23924
2018-01-25 14:59,1.23922,1.23922,1.23869,1.23901
2018-01-25 15:00,1.23904,1.23928,1.23888,1.23890
2018-01-25 15:01,1.23889,1.23937,1.23886,1.23934
2018-01-25 15:02,1.23935,1.23938,1.23892,1.23896
2018-01-25 15:03,1.23897,1.23908,1.23877,1.23899
2018-01-25 15:04,1.23900,1.23947,1.23893,1.23944
2018-01-25 15:05,1.23944,1.24004,1.23933,1.23996
2018-01-25 15:06,1.23997,1.24081,1.23991,1.24051
2018-01-25 15:07,1.24050,1.24131,1.24033,1.24128
2018-01-25 15:08,1.24127,1.24127,1.24084,1.24103
2018-01-25 15:09,1.24107,1.24132,1.24096,1.24119
2018-01-25 15:10,1.24118,1.24118,1.24097,1.24104
2018-01-25 15:11,1.24107,1.24107,1.24069,1.24079
2018-01-25 15:12,1.24081,1.24111,1.24078,1.24098
2018-01-25 15:13,1.24099,1.24103,1.24068,1.24090
2018-01-25 15:14,1.24089,1.24135,1.24086,1.24130
2018-01-25 15:15,1.24129,1.24135,1.24116,1.24131
2018-01-25 15:16,1.24131,1.24164,1.24120,1.24159
2018-01-25 15:17,1.24160,1.24308,1.24138,1.24204
2018-01-25 15:18,1.24204,1.24297,1.24204,1.24264
2018-01-25 15:19,1.24262,1.24290,1.24223,1.24240
2018-01-25 15:20,1.24244,1.24252,1.24222,1.24248
2018-01-25 15:21,1.24254,1.24266,1.24227,1.24235
2018-01-25 15:22,1.24235,1.24260,1.24228,1.24244
2018-01-25 15:23,1.24243,1.24279,1.24230,1.24269
2018-01-25 15:24,1.24274,1.24274,1.24230,1.24230
2018-01-25 15:25,1.24231,1.24244,1.24197,1.24239
2018-01-25 15:26,1.24238,1.24238,1.24159,1.24163
2018-01-25 15:27,1.24164,1.24167,1.24121,1.24123
2018-01-25 15:28,1.24124,1.24130,1.24078,1.24096
2018-01-25 15:29,1.24101,1.24108,1.24087,1.24093
2018-01-25 15:30,1.24096,1.24110,1.24046,1.24047
2018-01-25 15:31,1.24051,1.24055,1.23976,1.23997
2018-01-25 15:32,1.23996,1.24010,1.23929,1.23967
2018-01-25 15:33,1.23966,1.23997,1.23954,1.23976
2018-01-25 15:34,1.23975,1.23985,1.23950,1.23974
2018-01-25 15:35,1.23973,1.23974,1.23917,1.23932
2018-01-25 15:36,1.23931,1.23949,1.23920,1.23935
2018-01-25 15:37,1.23932,1.23975,1.23926,1.23942
2018-01-25 15:38,1.23943,1.24038,1.23942,1.24028
2018-01-25 15:39,1.24029,1.24104,1.24029,1.24068
2018-01-25 15:40,1.24068,1.24117,1.24068,1.24113
2018-01-25 15:41,1.24116,1.24176,1.24106,1.24107
2018-01-25 15:42,1.24109,1.24109,1.24068,1.24095
2018-01-25 15:43,1.24094,1.24115,1.24089,1.24092
2018-01-25 15:44,1.24094,1.24120,1.24088,1.24088
2018-01-25 15:45,1.24089,1.24105,1.24085,1.24105
2018-01-25 15:46,1.24104,1.24125,1.24098,1.24125
2018-01-25 15:47,1.24122,1.24122,1.24081,1.24082
2018-01-25 15:48,1.24081,1.24101,1.24074,1.24096
2018-01-25 15:49,1.24095,1.24095,1.24076,1.24088
2018-01-25 15:50,1.24089,1.24125,1.24089,1.24096
2018-01-25 15:51,1.24095,1.24120,1.24080,1.24084
2018-01-25 15:52,1.24084,1.24100,1.24066,1.24099
2018-01-25 15:53,1.24099,1.24099,1.24085,1.24091
2018-01-25 15:54,1.24092,1.24098,1.24075,1.24091
2018-01-25 15:55,1.24090,1.24119,1.24079,1.24104
2018-01-25 15:56,1.24105,1.24108,1.24083,1.24094
2018-01-25 15:57,1.24097,1.24103,1.24068,1.24069
2018-01-25 15:58,1.24071,1.24092,1.24070,1.24087
2018-01-25 15:59,1.24088,1.24089,1.24011,1.24060
2018-01-25 16:00,1.24061,1.24145,1.24061,1.24145
2018-01-25 16:01,1.24144,1.24144,1.24135,1.24141
2018-01-25 16:02,1.24141,1.24152,1.24140,1.24151
2018-01-25 16:03,1.24151,1.24151,1.24133,1.24135
2018-01-25 16:04,1.24136,1.24192,1.24136,1.24188
2018-01-25 16:05,1.24193,1.24223,1.24193,1.24221
2018-01-25 16:06,1.24224,1.24224,1.24180,1.24189
2018-01-25 16:07,1.24190,1.24195,1.24183,1.24183
2018-01-25 16:08,1.24184,1.24190,1.24180,1.24181
2018-01-25 16:09,1.24181,1.24181,1.24154,1.24169
2018-01-25 16:10,1.24170,1.24173,1.24101,1.24124
2018-01-25 16:11,1.24127,1.24156,1.24127,1.24129
2018-01-25 16:12,1.24126,1.24133,1.24116,1.24126
2018-01-25 16:13,1.24125,1.24133,1.24125,1.24128
2018-01-25 16:14,1.24128,1.24150,1.24126,1.24149
2018-01-25 16:15,1.24150,1.24150,1.24114,1.24124
